Batch,Disease,Embedding,AUROC,F1,F1_MACRO,F1_MICRO,Exec Time,Total Run (secs),Epochs,LR,CV
DL_embedding_results_2023-04-02-10-35-44,Asthma,GloVe,0.4696595700915356,0.2666666666666667,0.1354885057471264,0.1553930530164533,"Trn,Eval,Ttl=0:01:25.259418,0:00:18.889262,0:01:44.148680",104.14868021011353,1,0.01,
DL_embedding_results_2023-04-02-10-35-44,Asthma,GloVe,0.5563869176180192,0.0,0.4584158415841584,0.8464351005484461,"Trn,Eval,Ttl=0:00:52.649260,0:00:18.946454,0:01:11.595714",71.59571409225464,1,0.001,
DL_embedding_results_2023-04-02-10-35-44,Asthma,GloVe,0.5493931914018307,0.0,0.4584158415841584,0.8464351005484461,"Trn,Eval,Ttl=0:00:53.392456,0:00:19.083064,0:01:12.475520",72.47552013397217,1,0.0001,
DL_embedding_results_2023-04-02-10-52-18,Asthma,GloVe,-1.0,-1.0,-1.0,-1.0,Failure,40.544514179229736,1,0.05,
DL_embedding_results_2023-04-02-10-52-18,Asthma,GloVe,0.4871438856320065,0.2653721682847896,0.1557953278398738,0.170018281535649,"Trn,Eval,Ttl=0:01:35.918692,0:00:19.401176,0:01:55.319869",115.31986856460573,1,0.01,
DL_embedding_results_2023-04-02-10-52-18,Asthma,GloVe,0.5612208166203847,0.0,0.4584158415841584,0.8464351005484461,"Trn,Eval,Ttl=0:01:00.097155,0:00:19.193465,0:01:19.290620",79.29061961174011,1,0.001,
DL_embedding_results_2023-04-02-11-12-11,Asthma,GloVe,-1.0,-1.0,-1.0,-1.0,Failure,43.85236358642578,1,0.03,
DL_embedding_results_2023-04-02-11-12-11,Asthma,GloVe,0.4871438856320065,0.2653721682847896,0.1557953278398738,0.170018281535649,"Trn,Eval,Ttl=0:01:35.808750,0:00:19.342488,0:01:55.151238",115.15123772621156,1,0.01,
DL_embedding_results_2023-04-02-11-20-29,Asthma,GloVe,-1.0,-1.0,-1.0,-1.0,Failure,45.16706991195679,1,0.03,
DL_embedding_results_2023-04-02-11-20-29,Asthma,GloVe,0.4871438856320065,0.2653721682847896,0.1557953278398738,0.170018281535649,"Trn,Eval,Ttl=0:01:39.058250,0:00:18.879201,0:01:57.937451",117.9374508857727,1,0.01,
DL_embedding_results_2023-04-02-11-20-29,Asthma,GloVe,0.5468991052144401,0.0449438202247191,0.4801833528984291,0.8446069469835467,"Trn,Eval,Ttl=4:56:56.995108,0:00:20.469183,4:57:17.464291",17837.464290857315,200,0.01,
DL_embedding_results_2023-04-02-16-35-43,Asthma,GloVe,-1.0,-1.0,-1.0,-1.0,Failure,44.10594725608826,1,0.03,
DL_embedding_results_2023-04-02-16-35-43,Asthma,GloVe,0.4871438856320065,0.2653721682847896,0.1557953278398738,0.170018281535649,"Trn,Eval,Ttl=0:01:36.146606,0:00:18.926266,0:01:55.072873",115.0728726387024,1,0.01,
DL_embedding_results_2023-04-02-16-35-43,Asthma,GloVe,0.4516610099763447,0.2666666666666667,0.1354885057471264,0.1553930530164533,"Trn,Eval,Ttl=0:02:22.447949,0:00:19.602526,0:02:42.050475",162.05047512054443,1,0.01,
DL_embedding_results_2023-04-02-16-45-49,Asthma,GloVe,-1.0,-1.0,-1.0,-1.0,Failure,44.33686590194702,1,0.03,
DL_embedding_results_2023-04-02-16-45-49,Asthma,GloVe,0.4871438856320065,0.2653721682847896,0.1557953278398738,0.170018281535649,"Trn,Eval,Ttl=0:01:36.032839,0:00:19.359064,0:01:55.391903",115.39190292358398,1,0.01,
DL_embedding_results_2023-04-02-16-45-49,Asthma,GloVe,0.5412424148925229,0.0659340659340659,0.4905941516111007,0.8446069469835467,"Trn,Eval,Ttl=0:30:04.117449,0:00:20.641697,0:30:24.759147",1824.7591466903689,20,0.01,
DL_embedding_results_2023-04-02-16-45-49,Asthma,FastText,0.5244009050704516,0.0,0.4584158415841584,0.8464351005484461,"Trn,Eval,Ttl=0:01:03.875550,0:00:35.537941,0:01:39.413491",99.41349053382874,1,0.03,
DL_embedding_results_2023-04-02-16-45-49,Asthma,FastText,-1.0,-1.0,-1.0,-1.0,Failure,923.909243106842,20,0.03,
DL_embedding_results_2023-04-02-16-45-49,Asthma,FastText,0.4797130515273063,0.266244057052298,0.133122028526149,0.1535648994515539,"Trn,Eval,Ttl=0:01:11.383182,0:00:34.908637,0:01:46.291819",106.29181909561156,1,0.01,
DL_embedding_results_2023-04-02-16-45-49,Asthma,FastText,-1.0,-1.0,-1.0,-1.0,Failure,1318.8129694461825,20,0.01,
DL_embedding_results_2023-04-02-16-45-49,CAD,GloVe,-1.0,-1.0,-1.0,-1.0,Failure,41.40226101875305,1,0.03,
DL_embedding_results_2023-04-02-16-45-49,CAD,GloVe,0.533466354754369,0.6546463245492371,0.5039465388979951,0.5497287522603979,"Trn,Eval,Ttl=0:01:08.959482,0:00:18.701921,0:01:27.661403",87.66140341758728,1,0.01,
DL_embedding_results_2023-04-02-16-45-49,CAD,GloVe,0.6810926104307142,0.766798418972332,0.6283559818204599,0.6799276672694394,"Trn,Eval,Ttl=0:22:46.690306,0:00:20.121353,0:23:06.811659",1386.81165933609,20,0.01,
DL_embedding_results_2023-04-02-16-45-49,CAD,FastText,-1.0,-1.0,-1.0,-1.0,Failure,54.73522257804871,1,0.03,
DL_embedding_results_2023-04-02-16-45-49,CAD,FastText,0.5767579468831705,0.7448275862068966,0.4020748100526008,0.5985533453887885,"Trn,Eval,Ttl=0:01:25.337770,0:00:34.766517,0:02:00.104286",120.10428643226624,1,0.01,
DL_embedding_results_2023-04-02-16-45-49,CAD,FastText,0.6779413788358332,0.7232142857142858,0.6473214285714286,0.6636528028933092,"Trn,Eval,Ttl=0:25:26.440659,0:00:40.289857,0:26:06.730516",1566.730515956879,20,0.01,
DL_embedding_results_2023-04-02-16-45-49,CHF,GloVe,0.3879373018873412,0.0,0.3234536082474226,0.4780952380952381,"Trn,Eval,Ttl=0:00:20.705085,0:00:13.313360,0:00:34.018445",34.01844501495361,1,0.03,
DL_embedding_results_2023-04-02-16-45-49,CHF,GloVe,-1.0,-1.0,-1.0,-1.0,Failure,320.9006531238556,20,0.03,
DL_embedding_results_2023-04-02-16-45-49,CHF,GloVe,0.6139384069561171,0.685857321652065,0.3429286608260325,0.5219047619047619,"Trn,Eval,Ttl=0:00:43.016550,0:00:18.215157,0:01:01.231707",61.23170685768128,1,0.01,
DL_embedding_results_2023-04-02-16-45-49,CHF,GloVe,0.3858725681216738,0.685069008782936,0.3464870735614284,0.5219047619047619,"Trn,Eval,Ttl=0:14:57.814677,0:00:18.323895,0:15:16.138572",916.1385715007782,20,0.01,
DL_embedding_results_2023-04-02-16-45-49,CHF,FastText,0.6173263151772472,0.673443456162643,0.3481285721877853,0.5104761904761905,"Trn,Eval,Ttl=0:00:28.322836,0:00:29.078756,0:00:57.401593",57.40159273147583,1,0.03,
DL_embedding_results_2023-04-02-16-45-49,CHF,FastText,-1.0,-1.0,-1.0,-1.0,Failure,457.0694761276245,20,0.03,
DL_embedding_results_2023-04-02-16-45-49,CHF,FastText,0.6175007997208246,0.685857321652065,0.3429286608260325,0.5219047619047619,"Trn,Eval,Ttl=0:00:56.317866,0:00:33.520398,0:01:29.838264",89.83826446533203,1,0.01,
DL_embedding_results_2023-04-02-16-45-49,CHF,FastText,-1.0,-1.0,-1.0,-1.0,Failure,496.6295714378357,20,0.01,
DL_embedding_results_2023-04-02-16-45-49,Depression,GloVe,-1.0,-1.0,-1.0,-1.0,Failure,43.99580264091492,1,0.03,
DL_embedding_results_2023-04-02-16-45-49,Depression,GloVe,0.5183736202319409,0.3901734104046243,0.1950867052023121,0.2423698384201077,"Trn,Eval,Ttl=0:01:02.004688,0:00:18.937484,0:01:20.942171",80.94217133522034,1,0.01,
DL_embedding_results_2023-04-02-16-45-49,Depression,GloVe,-1.0,-1.0,-1.0,-1.0,Failure,876.7508926391602,20,0.01,
DL_embedding_results_2023-04-02-16-45-49,Depression,FastText,-1.0,-1.0,-1.0,-1.0,Failure,61.45880699157715,1,0.03,
DL_embedding_results_2023-04-02-16-45-49,Depression,FastText,0.4737494760374459,0.0,0.4304703476482618,0.7558348294434469,"Trn,Eval,Ttl=0:01:14.410240,0:00:34.372047,0:01:48.782288",108.78228759765624,1,0.01,
DL_embedding_results_2023-04-02-16-45-49,Depression,FastText,-1.0,-1.0,-1.0,-1.0,Failure,1107.635106086731,20,0.01,
DL_embedding_results_2023-04-02-16-45-49,Diabetes,GloVe,-1.0,-1.0,-1.0,-1.0,Failure,43.80561685562134,1,0.03,
DL_embedding_results_2023-04-02-16-45-49,Diabetes,GloVe,0.4478466517301468,0.0048426150121065,0.218188942360825,0.2764084507042254,"Trn,Eval,Ttl=0:01:25.231951,0:00:18.854122,0:01:44.086073",104.08607292175292,1,0.01,
DL_embedding_results_2023-04-02-16-45-49,Diabetes,GloVe,0.6821166293253671,0.8109965635738832,0.591810068859185,0.709507042253521,"Trn,Eval,Ttl=0:20:38.398496,0:00:20.208389,0:20:58.606885",1258.6068851947784,20,0.01,
DL_embedding_results_2023-04-02-16-45-49,Diabetes,FastText,-1.0,-1.0,-1.0,-1.0,Failure,57.69938898086548,1,0.03,
